,GameID,Week,Day,DateStamp,Vteam,VQ1,VQ2,VQ3,VQ4,Year,Hteam,HQ1,HQ2,HQ3,HQ4,Date,Time,RQ1,RQ2,RQ3,RQ4,Win,Winner
4841,2018-6-BearsDolphins,6,Sun,2018-09-30,Bears,0,0,21,7,2018,Dolphins,7,0,6,15,9/30/2018,1:00PM,H,T,VVV,HH,0,T
4842,2018-6-ChargersBrowns,6,Sun,2018-09-30,Chargers,7,14,14,3,2018,Browns,0,6,0,8,9/30/2018,1:00PM,V,VV,VV,H,24,VW
4843,2018-6-SteelersBengals,6,Sun,2018-09-30,Steelers,0,14,3,11,2018,Bengals,7,7,0,7,9/30/2018,1:00PM,H,V,V,V,7,VW
4844,2018-6-BillsTexans,6,Sun,2018-09-30,Bills,0,0,6,7,2018,Texans,7,3,0,10,9/30/2018,1:00PM,H,H,V,H,-7,HW
4845,2018-6-RamsBroncos,6,Sun,2018-09-30,Rams,6,7,7,3,2018,Broncos,3,0,7,10,9/30/2018,1:00PM,V,V,T,H,3,VW
4846,2018-6-RavensTitans,6,Sun,2018-09-30,Ravens,7,7,7,0,2018,Titans,0,0,0,0,9/30/2018,1:00PM,V,V,V,T,21,VW
4847,2018-6-JaguarsCowboys,6,Sun,2018-09-30,Jaguars,0,0,7,0,2018,Cowboys,10,14,6,10,9/30/2018,4:05PM,HH,HH,V,HH,-33,HW
4848,2018-6-ChiefsPatriots,6,Sun,2018-09-30,Chiefs,6,3,17,14,2018,Patriots,10,14,3,16,9/30/2018,4:05PM,H,HH,VV,H,-3,HW
4849,2018-6-EaglesGiants,6,Sun,2018-09-30,Eagles,14,10,7,3,2018,Giants,3,3,7,0,9/30/2018,4:25PM,VV,V,T,V,21,VW
4850,2018-7-GiantsFalcons,7,Sun,2018-09-30,Giants,0,3,3,14,2018,Falcons,0,10,0,13,9/30/2018,4:25PM,T,H,V,V,-3,HW
4851,2018-7-TitansChargers,7,Sun,2018-09-30,Titans,3,3,7,6,2018,Chargers,10,0,7,3,9/30/2018,8:20PM,H,V,T,V,-1,HW
4852,2018-7-PanthersEagles,7,Mon,2018-10-01,Panthers,0,0,0,21,2018,Eagles,0,10,7,0,10/1/2018,8:15PM,T,HH,H,VVV,4,VW
4853,2018-7-BrownsBuccaneers,7,Thu,2018-10-04,Browns,2,0,7,14,2018,Buccaneers,3,13,7,0,10/4/2018,8:20PM,H,HH,T,VV,0,T
4854,2018-7-LionsDolphins,7,Sun,2018-10-07,Lions,7,10,9,6,2018,Dolphins,0,7,7,7,10/7/2018,1:00PM,V,V,V,H,11,VW
4855,2018-7-VikingsJets,7,Sun,2018-10-07,Vikings,7,3,10,17,2018,Jets,7,0,3,7,10/7/2018,1:00PM,T,V,V,VV,20,VW
4856,2018-7-PatriotsBears,7,Sun,2018-10-07,Patriots,7,14,10,7,2018,Bears,10,7,7,7,10/7/2018,1:00PM,H,V,V,T,7,VW
4857,2018-7-BillsColts,7,Sun,2018-10-07,Bills,0,0,5,0,2018,Colts,0,24,0,13,10/7/2018,1:00PM,T,HHH,V,HH,-32,HW
4858,2018-7-TexansJaguars,7,Sun,2018-10-07,Texans,6,7,7,0,2018,Jaguars,0,0,7,0,10/7/2018,1:00PM,V,V,T,T,13,VW
4859,2018-7-SaintsRavens,7,Sun,2018-10-07,Saints,0,7,0,17,2018,Ravens,0,10,7,6,10/7/2018,1:00PM,T,H,H,VV,1,VW
4860,2018-7-CowboysRedskins,7,Sun,2018-10-07,Cowboys,0,7,0,10,2018,Redskins,7,0,3,10,10/7/2018,1:00PM,H,V,H,T,-3,HW
4861,2018-7-Rams49ers,7,Sun,2018-10-07,Rams,3,19,10,7,2018,49ers,0,7,3,0,10/7/2018,1:00PM,V,VV,V,V,29,VW
4862,2018-7-BengalsChiefs,7,Sun,2018-10-07,Bengals,0,7,3,0,2018,Chiefs,7,17,14,7,10/7/2018,4:05PM,H,HH,HH,H,-35,HW
4863,2018-7-BroncosCardinals,7,Sun,2018-10-07,Broncos,21,14,7,3,2018,Cardinals,3,0,7,0,10/7/2018,4:25PM,VVV,VV,T,V,35,VW
4864,2018-8-PatriotsBills,8,Sun,2018-10-07,Patriots,3,6,3,13,2018,Bills,0,3,3,0,10/7/2018,4:25PM,V,V,T,VV,19,VW
4865,2018-8-EaglesJaguars,8,Sun,2018-10-07,Eagles,0,10,7,7,2018,Jaguars,3,3,6,6,10/7/2018,4:25PM,H,V,V,V,6,VW
4866,2018-8-RedskinsGiants,8,Sun,2018-10-07,Redskins,7,0,3,10,2018,Giants,0,3,0,10,10/7/2018,8:20PM,V,H,V,T,7,VW
4867,2018-8-BrownsSteelers,8,Mon,2018-10-08,Browns,6,0,6,6,2018,Steelers,0,14,9,10,10/8/2018,8:15PM,V,HH,H,H,-15,HW
4868,2018-8-SeahawksLions,8,Thu,2018-10-11,Seahawks,0,21,0,7,2018,Lions,7,0,0,7,10/11/2018,8:20PM,H,VVV,T,T,14,VW
4869,2018-8-BroncosChiefs,8,Sun,2018-10-14,Broncos,7,7,0,9,2018,Chiefs,3,13,14,0,10/14/2018,1:00PM,V,H,HH,VV,-7,HW
4870,2018-8-RavensPanthers,8,Sun,2018-10-14,Ravens,7,0,7,7,2018,Panthers,7,17,3,9,10/14/2018,1:00PM,T,HHH,V,H,-15,HW
4871,2018-8-JetsBears,8,Sun,2018-10-14,Jets,0,3,0,7,2018,Bears,7,0,7,10,10/14/2018,1:00PM,H,V,H,H,-14,HW
4872,2018-8-BuccaneersBengals,8,Sun,2018-10-14,Buccaneers,0,9,7,18,2018,Bengals,7,20,7,3,10/14/2018,1:00PM,H,HH,T,VVV,-3,HW
4873,2018-8-ColtsRaiders,8,Sun,2018-10-14,Colts,10,3,8,21,2018,Raiders,0,14,14,0,10/14/2018,1:00PM,VV,HH,H,VVV,14,VW
4874,2018-8-49ersCardinals,8,Sun,2018-10-14,49ers,2,3,7,3,2018,Cardinals,0,3,0,15,10/14/2018,1:00PM,V,T,V,HH,-3,HW
4875,2018-8-PackersRams,8,Sun,2018-10-14,Packers,7,3,10,7,2018,Rams,0,8,15,6,10/14/2018,1:00PM,V,H,H,V,-2,HW
4876,2018-8-SaintsVikings,8,Sun,2018-10-14,Saints,7,10,10,3,2018,Vikings,7,6,0,7,10/14/2018,1:00PM,T,V,VV,H,10,VW
4877,2018-8-DolphinsTexans,8,Sun,2018-10-14,Dolphins,7,3,10,3,2018,Texans,7,7,14,14,10/14/2018,1:00PM,T,H,H,HH,-19,HW
4878,2018-9-TitansCowboys,9,Sun,2018-10-14,Titans,0,14,7,7,2018,Cowboys,7,7,0,0,10/14/2018,4:05PM,H,V,V,V,14,VW
4879,2018-9-SteelersRavens,9,Sun,2018-10-14,Steelers,7,7,6,3,2018,Ravens,3,3,7,3,10/14/2018,4:25PM,V,V,H,T,7,VW
4880,2018-9-FalconsRedskins,9,Sun,2018-10-14,Falcons,7,14,7,10,2018,Redskins,0,7,7,0,10/14/2018,4:25PM,V,V,T,VV,24,VW
4881,2018-9-JetsDolphins,9,Sun,2018-10-14,Jets,0,3,0,3,2018,Dolphins,0,6,0,7,10/14/2018,8:20PM,T,H,T,H,-7,HW
4882,2018-9-LionsVikings,9,Mon,2018-10-15,Lions,0,6,0,3,2018,Vikings,7,10,0,7,10/15/2018,8:15PM,H,H,T,H,-15,HW
4883,2018-9-ChiefsBrowns,9,Thu,2018-10-18,Chiefs,7,14,13,3,2018,Browns,3,12,0,6,10/18/2018,8:20PM,V,V,VV,H,16,VW
4884,2018-9-BearsBills,9,Sun,2018-10-21,Bears,0,28,3,10,2018,Bills,0,0,3,6,10/21/2018,9:30AM,T,VVV,T,V,32,VW
4885,2018-9-BuccaneersPanthers,9,Sun,2018-10-21,Buccaneers,0,14,7,7,2018,Panthers,14,21,0,7,10/21/2018,1:00PM,HH,H,V,T,-14,HW
4886,2018-9-ChargersSeahawks,9,Sun,2018-10-21,Chargers,6,13,0,6,2018,Seahawks,7,3,0,7,10/21/2018,1:00PM,H,VV,T,H,8,VW
4887,2018-9-TexansBroncos,9,Sun,2018-10-21,Texans,7,9,0,3,2018,Broncos,3,7,7,0,10/21/2018,1:00PM,V,V,H,V,2,VW
4888,2018-9-RamsSaints,9,Sun,2018-10-21,Rams,7,10,10,8,2018,Saints,14,21,0,10,10/21/2018,1:00PM,H,HH,VV,H,-10,HW
4889,2018-9-PackersPatriots,9,Sun,2018-10-21,Packers,3,7,7,0,2018,Patriots,7,10,0,14,10/21/2018,1:00PM,H,H,V,HH,-14,HW
4890,2018-9-Raiders49ers,9,Sun,2018-10-21,Raiders,3,0,0,0,2018,49ers,7,10,14,3,10/21/2018,1:00PM,H,HH,HH,H,-31,HW
4891,2018-10-Giants49ers,10,Sun,2018-10-21,Giants,7,3,10,7,2018,49ers,3,10,7,3,10/21/2018,1:00PM,V,H,V,V,4,VW
4892,2018-10-LionsBears,10,Sun,2018-10-21,Lions,0,7,3,12,2018,Bears,13,13,8,0,10/21/2018,4:05PM,HH,H,H,VV,-12,HW
4893,2018-10-RedskinsBuccaneers,10,Sun,2018-10-21,Redskins,3,3,0,10,2018,Buccaneers,0,3,0,0,10/21/2018,4:25PM,V,T,T,VV,13,VW
4894,2018-10-PatriotsTitans,10,Sun,2018-10-21,Patriots,3,7,0,0,2018,Titans,17,7,3,7,10/21/2018,4:25PM,HH,T,H,H,-24,HW
4895,2018-10-CardinalsChiefs,10,Sun,2018-10-21,Cardinals,7,0,7,0,2018,Chiefs,10,10,0,6,10/21/2018,8:20PM,H,HH,V,H,-12,HW
4896,2018-10-BillsJets,10,Mon,2018-10-22,Bills,14,17,7,3,2018,Jets,0,3,7,0,10/22/2018,8:15PM,VV,VV,T,V,31,VW
4897,2018-10-SaintsBengals,10,Thu,2018-10-25,Saints,7,28,10,6,2018,Bengals,7,0,0,7,10/25/2018,8:20PM,T,VVV,VV,H,37,VW
4898,2018-10-FalconsBrowns,10,Sun,2018-10-28,Falcons,0,10,0,6,2018,Browns,7,7,14,0,10/28/2018,9:30AM,H,V,HH,V,-12,HW
4899,2018-10-JaguarsColts,10,Sun,2018-10-28,Jaguars,7,9,7,3,2018,Colts,14,15,0,0,10/28/2018,1:00PM,H,H,V,V,-3,HW
4900,2018-10-ChargersRaiders,10,Sun,2018-10-28,Chargers,0,10,7,3,2018,Raiders,3,0,0,3,10/28/2018,1:00PM,H,VV,V,T,14,VW
4901,2018-10-DolphinsPackers,10,Sun,2018-10-28,Dolphins,3,6,3,0,2018,Packers,7,7,14,3,10/28/2018,1:00PM,H,H,HH,H,-19,HW
4902,2018-10-SeahawksRams,10,Sun,2018-10-28,Seahawks,14,0,7,10,2018,Rams,7,10,3,16,10/28/2018,1:00PM,V,HH,V,H,-5,HW
4903,2018-10-CowboysEagles,10,Sun,2018-10-28,Cowboys,3,10,0,14,2018,Eagles,0,3,10,7,10/28/2018,1:00PM,V,V,HH,V,7,VW
4904,2018-10-PanthersSteelers,10,Sun,2018-10-28,Panthers,7,7,0,7,2018,Steelers,21,10,14,7,10/28/2018,1:00PM,HH,H,HH,T,-31,HW
4905,2018-11-ChiefsRams,11,Sun,2018-10-28,Chiefs,7,16,7,21,2018,Rams,13,10,17,14,10/28/2018,1:00PM,H,V,HH,V,-3,HW
4906,2018-11-CowboysFalcons,11,Sun,2018-10-28,Cowboys,3,0,3,16,2018,Falcons,0,6,3,10,10/28/2018,4:05PM,V,H,T,V,3,VW
4907,2018-11-SteelersJaguars,11,Sun,2018-10-28,Steelers,0,0,6,14,2018,Jaguars,0,9,7,0,10/28/2018,4:25PM,T,HH,H,VV,4,VW
4908,2018-11-BuccaneersGiants,11,Sun,2018-10-28,Buccaneers,0,7,7,21,2018,Giants,7,7,10,14,10/28/2018,4:25PM,H,T,H,V,-3,HW
4909,2018-11-TexansRedskins,11,Sun,2018-10-28,Texans,10,7,3,3,2018,Redskins,0,7,7,7,10/28/2018,8:20PM,VV,T,H,H,2,VW
4910,2018-11-TitansColts,11,Mon,2018-10-29,Titans,0,3,0,7,2018,Colts,7,17,7,7,10/29/2018,8:15PM,H,HH,H,T,-28,HW
4911,2018-11-BengalsRavens,11,Thu,2018-11-01,Bengals,0,7,14,0,2018,Ravens,7,6,8,3,11/1/2018,8:20PM,H,V,V,H,-3,HW
4912,2018-11-PanthersLions,11,Sun,2018-11-04,Panthers,7,0,0,12,2018,Lions,7,3,3,7,11/4/2018,1:00PM,T,H,H,V,-1,HW
4913,2018-11-BroncosChargers,11,Sun,2018-11-04,Broncos,0,7,7,9,2018,Chargers,6,7,6,3,11/4/2018,1:00PM,H,T,V,V,1,VW
4914,2018-11-RaidersCardinals,11,Sun,2018-11-04,Raiders,7,7,6,3,2018,Cardinals,14,0,0,7,11/4/2018,1:00PM,H,V,V,H,2,VW
4915,2018-11-EaglesSaints,11,Sun,2018-11-04,Eagles,0,7,0,0,2018,Saints,10,14,14,10,11/4/2018,1:00PM,HH,H,HH,HH,-41,HW
4916,2018-11-VikingsBears,11,Sun,2018-11-04,Vikings,0,0,3,17,2018,Bears,3,11,0,11,11/4/2018,1:00PM,H,HH,V,V,-5,HW
4917,2018-11-PackersSeahawks,11,Sun,2018-11-04,Packers,14,7,0,3,2018,Seahawks,3,14,0,10,11/4/2018,1:00PM,VV,H,T,H,-3,HW
4918,2018-12-TitansTexans,12,Sun,2018-11-04,Titans,10,0,7,0,2018,Texans,7,17,3,7,11/4/2018,1:00PM,V,HHH,V,H,-17,HW
4919,2018-12-RaidersRavens,12,Sun,2018-11-04,Raiders,7,3,7,0,2018,Ravens,3,10,7,14,11/4/2018,4:05PM,V,H,T,HH,-17,HW
4920,2018-12-49ersBuccaneers,12,Sun,2018-11-04,49ers,0,6,3,0,2018,Buccaneers,7,6,7,7,11/4/2018,4:05PM,H,T,H,H,-18,HW
4921,2018-12-PatriotsJets,12,Sun,2018-11-04,Patriots,7,3,10,7,2018,Jets,7,3,3,0,11/4/2018,4:25PM,T,T,V,V,14,VW
4922,2018-12-GiantsEagles,12,Sun,2018-11-04,Giants,9,10,0,3,2018,Eagles,0,11,3,11,11/4/2018,8:20PM,VV,H,H,HH,-3,HW
4923,2018-12-JaguarsBills,12,Mon,2018-11-05,Jaguars,0,14,0,7,2018,Bills,14,0,0,10,11/5/2018,8:15PM,HH,VV,T,H,-3,HW
4924,2018-12-SeahawksPanthers,12,Thu,2018-11-08,Seahawks,0,10,7,13,2018,Panthers,3,10,7,7,11/8/2018,8:20PM,H,T,T,V,3,VW
4925,2018-12-BrownsBengals,12,Sun,2018-11-11,Browns,14,14,7,0,2018,Bengals,0,7,7,6,11/11/2018,1:00PM,VV,V,T,H,15,VW
4926,2018-12-CardinalsChargers,12,Sun,2018-11-11,Cardinals,10,0,0,0,2018,Chargers,0,28,14,3,11/11/2018,1:00PM,VV,HHH,HH,H,-35,HW
4927,2018-12-DolphinsColts,12,Sun,2018-11-11,Dolphins,7,7,3,7,2018,Colts,7,7,0,13,11/11/2018,1:00PM,T,T,V,H,-3,HW
4928,2018-12-SteelersBroncos,12,Sun,2018-11-11,Steelers,0,10,7,0,2018,Broncos,3,7,7,7,11/11/2018,1:00PM,H,V,T,H,-7,HW
4929,2018-12-PackersVikings,12,Sun,2018-11-11,Packers,7,7,0,3,2018,Vikings,7,7,10,0,11/11/2018,1:00PM,T,T,HH,V,-7,HW
4930,2018-12-BearsLions,12,Sun,2018-11-11,Bears,0,9,0,14,2018,Lions,0,7,6,3,11/11/2018,1:00PM,T,V,H,VV,7,VW
4931,2018-12-RedskinsCowboys,12,Sun,2018-11-11,Redskins,0,7,6,10,2018,Cowboys,7,3,14,7,11/11/2018,1:00PM,H,V,HH,V,-8,HW
4932,2018-12-FalconsSaints,12,Sun,2018-11-11,Falcons,3,0,7,7,2018,Saints,7,10,7,7,11/11/2018,1:00PM,H,HH,T,T,-14,HW
4933,2018-13-RedskinsEagles,13,Sun,2018-11-11,Redskins,0,13,0,0,2018,Eagles,7,7,0,14,11/11/2018,4:05PM,H,V,T,HH,-15,HW
4934,2018-13-RavensFalcons,13,Sun,2018-11-11,Ravens,7,3,6,10,2018,Falcons,3,7,0,6,11/11/2018,4:25PM,V,H,V,V,10,VW
4935,2018-13-BearsGiants,13,Sun,2018-11-11,Bears,7,7,0,13,2018,Giants,7,3,14,3,11/11/2018,4:25PM,T,V,HH,VV,0,T
4936,2018-13-PanthersBuccaneers,13,Sun,2018-11-11,Panthers,7,0,10,0,2018,Buccaneers,10,7,7,0,11/11/2018,8:20PM,H,H,V,T,-7,HW
4937,2018-13-ColtsJaguars,13,Mon,2018-11-12,Colts,0,0,0,0,2018,Jaguars,0,3,0,3,11/12/2018,8:15PM,T,H,T,H,-6,HW
4938,2018-13-BillsDolphins,13,Thu,2018-11-15,Bills,0,6,3,8,2018,Dolphins,7,7,0,7,11/15/2018,8:20PM,H,H,V,V,-4,HW
4939,2018-13-BrownsTexans,13,Sun,2018-11-18,Browns,0,0,7,6,2018,Texans,10,13,3,3,11/18/2018,1:00PM,HH,HH,V,V,-16,HW
4940,2018-13-BroncosBengals,13,Sun,2018-11-18,Broncos,0,7,14,3,2018,Bengals,0,3,7,0,11/18/2018,1:00PM,T,V,V,V,14,VW
4941,2018-13-RamsLions,13,Sun,2018-11-18,Rams,3,10,3,14,2018,Lions,0,3,10,3,11/18/2018,1:00PM,V,V,H,VV,14,VW
4942,2018-13-CardinalsPackers,13,Sun,2018-11-18,Cardinals,0,7,10,3,2018,Packers,0,10,0,7,11/18/2018,1:00PM,T,H,VV,H,3,VW
4943,2018-13-JetsTitans,13,Sun,2018-11-18,Jets,10,6,6,0,2018,Titans,0,6,7,13,11/18/2018,1:00PM,VV,T,H,HH,-4,HW
4944,2018-13-ChiefsRaiders,13,Sun,2018-11-18,Chiefs,10,9,14,7,2018,Raiders,0,7,9,17,11/18/2018,1:00PM,VV,V,V,HH,7,VW
4945,2018-13-VikingsPatriots,13,Sun,2018-11-18,Vikings,0,7,3,0,2018,Patriots,7,3,7,7,11/18/2018,1:00PM,H,V,H,H,-14,HW
4946,2018-13-49ersSeahawks,13,Sun,2018-11-18,49ers,0,3,7,6,2018,Seahawks,6,14,7,16,11/18/2018,4:05PM,H,HH,T,HH,-27,HW
4947,2018-13-ChargersSteelers,13,Sun,2018-11-18,Chargers,7,0,8,18,2018,Steelers,13,10,0,7,11/18/2018,4:05PM,H,HH,VV,VV,3,VW
4948,2018-13-SaintsCowboys,13,Sun,2018-11-18,Saints,0,0,10,0,2018,Cowboys,10,3,0,0,11/18/2018,4:25PM,HH,H,VV,T,-3,HW
4949,2018-14-VikingsSeahawks,14,Sun,2018-11-18,Vikings,0,0,0,7,2018,Seahawks,0,3,0,18,11/18/2018,8:20PM,T,H,T,HH,-14,HW
4950,2018-14-PatriotsDolphins,14,Mon,2018-11-19,Patriots,6,21,0,6,2018,Dolphins,7,14,7,6,11/19/2018,8:15PM,H,V,H,T,-1,HW
4951,2018-14-JetsBills,14,Thu,2018-11-22,Jets,3,10,0,14,2018,Bills,14,3,3,3,11/22/2018,12:30PM,HH,V,H,VV,4,VW
4952,2018-14-GiantsRedskins,14,Thu,2018-11-22,Giants,7,27,6,0,2018,Redskins,0,0,0,16,11/22/2018,4:30PM,V,VVV,V,HHH,24,VW
4953,2018-14-RavensChiefs,14,Thu,2018-11-22,Ravens,0,10,7,7,2018,Chiefs,7,10,0,7,11/22/2018,8:20PM,H,T,V,T,0,T
4954,2018-14-SaintsBuccaneers,14,Sun,2018-11-25,Saints,0,3,8,17,2018,Buccaneers,7,7,0,0,11/25/2018,1:00PM,H,H,VV,VVV,14,VW
4955,2018-14-PanthersBrowns,14,Sun,2018-11-25,Panthers,7,10,3,0,2018,Browns,7,10,0,9,11/25/2018,1:00PM,T,T,V,HH,-6,HW
4956,2018-14-FalconsPackers,14,Sun,2018-11-25,Falcons,7,0,0,13,2018,Packers,7,13,14,0,11/25/2018,1:00PM,T,HH,HH,VV,-14,HW
4957,2018-14-ColtsTexans,14,Sun,2018-11-25,Colts,0,17,7,0,2018,Texans,7,0,7,7,11/25/2018,1:00PM,H,VVV,T,H,3,VW
4958,2018-14-Broncos49ers,14,Sun,2018-11-25,Broncos,0,0,7,7,2018,49ers,3,17,0,0,11/25/2018,1:00PM,H,HHH,V,V,-6,HW
4959,2018-14-BengalsChargers,14,Sun,2018-11-25,Bengals,3,9,0,9,2018,Chargers,7,10,3,6,11/25/2018,1:00PM,H,H,H,V,-5,HW
4960,2018-14-SteelersRaiders,14,Sun,2018-11-25,Steelers,0,14,0,7,2018,Raiders,7,3,0,14,11/25/2018,1:00PM,H,VV,T,H,-3,HW
4961,2018-14-EaglesCowboys,14,Sun,2018-11-25,Eagles,0,0,6,17,2018,Cowboys,3,3,3,14,11/25/2018,4:05PM,H,H,V,V,0,T
4962,2018-14-LionsCardinals,14,Sun,2018-11-25,Lions,0,3,7,7,2018,Cardinals,0,0,0,3,11/25/2018,4:25PM,T,V,V,V,14,VW
4963,2018-14-RamsBears,14,Sun,2018-11-25,Rams,3,3,0,0,2018,Bears,3,3,9,0,11/25/2018,4:25PM,T,T,HH,T,-9,HW
4964,2018-14-JaguarsTitans,14,Sun,2018-11-25,Jaguars,2,0,7,0,2018,Titans,7,9,14,0,11/25/2018,8:20PM,H,HH,H,T,-21,HW
4965,2018-15-SaintsPanthers,15,Mon,2018-11-26,Saints,3,3,0,6,2018,Panthers,7,0,0,2,11/26/2018,8:15PM,H,V,T,V,3,VW
4966,2018-15-RedskinsJaguars,15,Thu,2018-11-29,Redskins,3,0,3,10,2018,Jaguars,0,10,0,3,11/29/2018,8:20PM,V,HH,V,V,3,VW
4967,2018-15-DolphinsVikings,15,Sun,2018-12-02,Dolphins,0,10,7,0,2018,Vikings,21,0,3,17,12/2/2018,1:00PM,HHH,VV,V,HHH,-24,HW
4968,2018-15-TitansGiants,15,Sun,2018-12-02,Titans,7,0,7,3,2018,Giants,0,0,0,0,12/2/2018,1:00PM,V,T,V,V,17,VW
4969,2018-15-CardinalsFalcons,15,Sun,2018-12-02,Cardinals,7,0,0,7,2018,Falcons,10,16,7,7,12/2/2018,1:00PM,H,HHH,H,T,-26,HW
4970,2018-15-CowboysColts,15,Sun,2018-12-02,Cowboys,0,0,0,0,2018,Colts,7,3,10,3,12/2/2018,1:00PM,H,H,HH,H,-23,HW
4971,2018-15-RaidersBengals,15,Sun,2018-12-02,Raiders,0,7,6,3,2018,Bengals,7,13,0,10,12/2/2018,1:00PM,H,H,V,H,-14,HW
4972,2018-15-LionsBills,15,Sun,2018-12-02,Lions,0,13,0,0,2018,Bills,0,7,0,7,12/2/2018,1:00PM,T,V,T,H,-1,HW
4973,2018-15-BuccaneersRavens,15,Sun,2018-12-02,Buccaneers,0,9,3,0,2018,Ravens,0,10,7,3,12/2/2018,1:00PM,T,H,H,H,-8,HW
4974,2018-15-PackersBears,15,Sun,2018-12-02,Packers,0,3,11,3,2018,Bears,7,7,0,10,12/2/2018,1:00PM,H,H,VV,H,-7,HW
4975,2018-15-Seahawks49ers,15,Sun,2018-12-02,Seahawks,6,7,0,10,2018,49ers,7,10,3,3,12/2/2018,1:00PM,H,H,H,V,0,T
4976,2018-15-PatriotsSteelers,15,Sun,2018-12-02,Patriots,7,0,3,0,2018,Steelers,7,7,0,3,12/2/2018,4:05PM,T,H,V,H,-7,HW
4977,2018-15-EaglesRams,15,Sun,2018-12-02,Eagles,3,10,17,0,2018,Rams,7,6,0,10,12/2/2018,4:05PM,H,V,VVV,HH,7,VW
4978,2018-15-TexansJets,15,Sun,2018-12-02,Texans,3,13,0,13,2018,Jets,3,6,6,7,12/2/2018,4:25PM,T,V,H,V,7,VW
4979,2018-15-BrownsBroncos,15,Sun,2018-12-02,Browns,7,3,0,7,2018,Broncos,7,3,3,3,12/2/2018,4:25PM,T,T,H,V,1,VW
4980,2018-15-ChargersChiefs,15,Sun,2018-12-02,Chargers,0,7,7,15,2018,Chiefs,14,0,7,7,12/2/2018,8:20PM,HH,V,T,VV,1,VW
4981,2018-16-BroncosRaiders,16,Mon,2018-12-03,Broncos,0,0,7,7,2018,Raiders,7,10,0,10,12/3/2018,8:15PM,H,HH,V,H,-13,HW
4982,2018-16-FalconsPanthers,16,Thu,2018-12-06,Falcons,7,3,14,0,2018,Panthers,7,3,0,0,12/6/2018,8:20PM,T,T,VV,T,14,VW
4983,2018-16-PackersJets,16,Sun,2018-12-09,Packers,0,17,3,18,2018,Jets,7,14,14,3,12/9/2018,1:00PM,H,V,HH,VVV,0,T
4984,2018-16-TexansEagles,16,Sun,2018-12-09,Texans,0,16,0,14,2018,Eagles,7,6,10,9,12/9/2018,1:00PM,H,VV,HH,V,-2,HW
4985,2018-16-JaguarsDolphins,16,Sun,2018-12-09,Jaguars,7,0,0,10,2018,Dolphins,7,0,0,0,12/9/2018,1:00PM,T,T,T,VV,10,VW
4986,2018-16-BillsPatriots,16,Sun,2018-12-09,Bills,0,0,6,6,2018,Patriots,7,7,7,3,12/9/2018,1:00PM,H,H,H,V,-12,HW
4987,2018-16-GiantsColts,16,Sun,2018-12-09,Giants,14,3,7,3,2018,Colts,0,7,14,7,12/9/2018,1:00PM,VV,H,H,H,-1,HW
4988,2018-16-BuccaneersCowboys,16,Sun,2018-12-09,Buccaneers,3,10,0,7,2018,Cowboys,14,3,10,0,12/9/2018,1:00PM,HH,V,HH,V,-7,HW
4989,2018-16-BengalsBrowns,16,Sun,2018-12-09,Bengals,0,0,0,18,2018,Browns,0,16,7,3,12/9/2018,1:00PM,T,HHH,H,VVV,-8,HW
4990,2018-16-VikingsLions,16,Sun,2018-12-09,Vikings,0,14,3,10,2018,Lions,3,6,0,0,12/9/2018,1:00PM,H,VV,V,VV,18,VW
4991,2018-16-Bears49ers,16,Sun,2018-12-09,Bears,0,7,7,0,2018,49ers,0,9,0,0,12/9/2018,4:05PM,T,H,V,T,5,VW
4992,2018-16-RamsCardinals,16,Sun,2018-12-09,Rams,7,14,3,7,2018,Cardinals,3,6,0,0,12/9/2018,4:05PM,V,VV,V,V,22,VW
4993,2018-16-SteelersSaints,16,Sun,2018-12-09,Steelers,3,11,14,0,2018,Saints,7,10,7,7,12/9/2018,4:25PM,H,V,V,H,-3,HW
4994,2018-16-ChiefsSeahawks,16,Sun,2018-12-09,Chiefs,3,7,7,14,2018,Seahawks,7,7,10,14,12/9/2018,4:25PM,H,T,H,T,-7,HW
4995,2018-16-RedskinsTitans,16,Sun,2018-12-09,Redskins,3,7,3,3,2018,Titans,6,3,0,16,12/9/2018,4:25PM,H,V,V,HH,-9,HW
4996,2018-16-RavensChargers,16,Sun,2018-12-09,Ravens,3,3,10,6,2018,Chargers,0,3,7,0,12/9/2018,8:20PM,V,T,V,V,12,VW
4997,2018-17-FalconsBuccaneers,17,Mon,2018-12-10,Falcons,0,7,17,10,2018,Buccaneers,7,10,3,12,12/10/2018,8:15PM,H,H,VV,H,2,VW
4998,2018-17-DolphinsBills,17,Thu,2018-12-13,Dolphins,0,14,3,0,2018,Bills,14,0,14,14,12/13/2018,8:20PM,HH,VV,HH,HH,-25,HW
4999,2018-17-PanthersSaints,17,Sat,2018-12-15,Panthers,13,10,7,3,2018,Saints,0,0,0,14,12/15/2018,4:30PM,VV,VV,V,HH,19,VW
5000,2018-17-CowboysGiants,17,Sat,2018-12-15,Cowboys,0,14,7,15,2018,Giants,0,7,11,17,12/15/2018,8:20PM,T,V,H,H,1,VW
5001,2018-17-JetsPatriots,17,Sun,2018-12-16,Jets,3,0,0,0,2018,Patriots,7,14,7,10,12/16/2018,1:00PM,H,HH,H,HH,-35,HW
5002,2018-17-JaguarsTexans,17,Sun,2018-12-16,Jaguars,3,0,0,0,2018,Texans,3,14,0,3,12/16/2018,1:00PM,T,HH,T,H,-17,HW
